thread_id,sample_idx,mode,n,scale,kl,chi,df,p_value,nonzero_bins
0,1,byte_hist,131072,1.2,0.0011251334161075151,353.9363690785061,255,0.9998091778115958,256
0,1,byte_hist,131072,1.2,0.0010444730920857086,328.5628251020592,255,0.9987221008092945,256
0,1,byte_hist,131072,1.2,0.0009327568348764406,293.4199292662196,255,0.9507120350056207,256
0,1,byte_hist,131072,1.2,0.0009484227811640915,298.34800985457554,255,0.9678072409936709,256
0,1,byte_hist,131072,1.2,0.0009748831808570721,306.67173187511554,255,0.9853195970530019,256
0,1,byte_hist,131072,1.2,0.0009656348393234636,303.76245518353204,255,0.9805032149878332,256
0,1,byte_hist,131072,1.2,0.0009480781636590086,298.23960256107256,255,0.9674939608160029,256
0,1,byte_hist,131072,1.2,0.0009050455601818948,284.70271599398717,255,0.9026245216816334,256
0,1,byte_hist,131072,1.2,0.0010508689522232772,330.5747887339425,255,0.9990042409162696,256
0,1,byte_hist,131072,1.2,0.000999192085269415,314.31865200103863,255,0.9933534993599381,256
0,1,byte_hist,131072,1.2,0.0007397062348997294,232.69146148986556,255,0.1614626634741378,256
0,1,byte_hist,131072,1.2,0.0010415342455160465,327.6383439078702,255,0.9985686271876396,256
0,1,byte_hist,131072,1.2,0.0008886794888831049,279.55439512052715,255,0.8607116253030623,256
0,1,byte_hist,131072,1.2,0.0009598852454335716,301.95378933472585,255,0.9768582911875321,256
0,1,byte_hist,131072,1.2,0.0009588006647898809,301.61260976481424,255,0.9761082516254875,256
0,1,byte_hist,131072,1.2,0.0010594012899877556,333.2588301150602,255,0.9992894646995584,256
0,1,byte_hist,131072,1.2,0.0010628271371104095,334.33650843680545,255,0.9993801279284471,256
0,1,byte_hist,131072,1.2,0.0009797284702328262,308.19592812085676,255,0.9873971109996478,256
0,1,byte_hist,131072,1.2,0.0008490637894356624,267.09237362138674,255,0.7111109476967247,256
0,1,byte_hist,131072,1.2,0.0010796758137062538,339.63664380985466,255,0.9996808928286582,256
0,1,byte_hist,131072,1.2,0.0009357180863168996,294.3514584233488,255,0.9544223427243054,256
0,1,byte_hist,131072,1.2,0.001006696209351715,316.6792453251552,255,0.9948650734167985,256
0,1,byte_hist,131072,1.2,0.0008691620204713915,273.4147304333429,255,0.795577957180585,256
0,1,byte_hist,131072,1.2,0.0009992666716912549,314.34211486059877,255,0.993370319259323,256
0,1,byte_hist,131072,1.2,0.0009873711073811458,310.60009388798767,255,0.9901468297453965,256
0,1,byte_hist,131072,1.2,0.0009714024649918795,305.5767933393975,255,0.9836461795888077,256
0,1,byte_hist,131072,1.2,0.0009326639181065812,293.39070017775794,255,0.9505916937633103,256
0,1,byte_hist,131072,1.2,0.0010113166284694255,318.1327035041869,255,0.9956328763809545,256
0,1,byte_hist,131072,1.2,0.0008993915825280172,282.92412841226945,255,0.889394124925794,256
0,1,byte_hist,131072,1.2,0.000982318253455758,309.01060348068745,255,0.9883969653594576,256
0,1,byte_hist,131072,1.2,0.0011218851829874255,352.9145632908668,255,0.999824379437741,256
0,1,byte_hist,131072,1.2,0.0009236677883644589,290.56076245561525,255,0.9377417348796534,256
0,1,byte_hist,131072,1.2,0.0010404140882242698,327.2859728921556,255,0.9985057117072423,256
0,1,byte_hist,131072,1.2,0.0009616409493595844,302.50608603470266,255,0.9780292732718167,256
0,1,byte_hist,131072,1.2,0.0009985667383215304,314.1219348606711,255,0.993210954452364,256
0,1,byte_hist,131072,1.2,0.0010654454250483458,335.16015060464827,255,0.999441615825698,256
